Carrier,Orders,Cost_Per_Order,Avg_TPT,On_Time_Rate,Cost_Score,Speed_Score,Reliability_Score,Carrier_Score
V444_1,2097,631.6244248364392,1.0538865045302814,99.57081545064378,100.0,100.0,85.30922394990506,93.38915077745727
V44_3,854,4985.185100327245,1.2892271662763466,100.0,0.0,75.08349305085525,100.0,71.27922256779934
V444_0,6264,2288.924571375192,1.998403575989783,97.07854406130268,61.9323062184745,0.0,0.0,12.386461243694901
